pattern	path	line	column	classification	active	criticality	mutability	risk	entrypoint_related	excerpt
academic_pipeline_rc10	docs/refactor/academic-pipeline/AP-004/AP-004D_VERSION_MARKER_INVENTORY.md	142	266	histórica	false	baixa	congelada/auxiliar	baixo	false	| 2fdbf1d330e70900fa75 | `marcador_ambiguo_decisao_manual` | `revisao_manual` | `rc10` | `—` | `software/academic_pipeline_rc10_7_conformidade/academic_pipeline/command_dispatch.py:65:60` | `python_comment` | `—` | `não` | — | # Origem: app_bundle/scripts/pipeline/academic_pipeline_rc10.py:939-946 |
academic_pipeline_rc10	docs/refactor/academic-pipeline/AP-004/AP-004D_VERSION_MARKER_INVENTORY.md	143	266	histórica	false	baixa	congelada/auxiliar	baixo	false	| 43e8f8e50249c02bb195 | `marcador_ambiguo_decisao_manual` | `revisao_manual` | `rc10` | `—` | `software/academic_pipeline_rc10_7_conformidade/academic_pipeline/command_dispatch.py:80:60` | `python_comment` | `—` | `não` | — | # Origem: app_bundle/scripts/pipeline/academic_pipeline_rc10.py:948-950 |
academic_pipeline_rc10	docs/refactor/academic-pipeline/AP-004/AP-004D_VERSION_MARKER_INVENTORY.md	144	266	histórica	false	baixa	congelada/auxiliar	baixo	false	| 3472a333cda46a783098 | `marcador_ambiguo_decisao_manual` | `revisao_manual` | `rc10` | `—` | `software/academic_pipeline_rc10_7_conformidade/academic_pipeline/command_dispatch.py:91:60` | `python_comment` | `—` | `não` | — | # Origem: app_bundle/scripts/pipeline/academic_pipeline_rc10.py:952-967 |
academic_pipeline_rc10	docs/refactor/academic-pipeline/AP-004/AP-004D_VERSION_MARKER_INVENTORY.md	145	267	histórica	false	baixa	congelada/auxiliar	baixo	false	| e1834287c4a9dac757b1 | `marcador_ambiguo_decisao_manual` | `revisao_manual` | `rc10` | `—` | `software/academic_pipeline_rc10_7_conformidade/academic_pipeline/command_dispatch.py:115:60` | `python_comment` | `—` | `não` | — | # Origem: app_bundle/scripts/pipeline/academic_pipeline_rc10.py:969-971 |
academic_pipeline_rc10	docs/refactor/academic-pipeline/AP-004/AP-004D_VERSION_MARKER_INVENTORY.md	146	267	histórica	false	baixa	congelada/auxiliar	baixo	false	| 6fa49599abf53fc08729 | `marcador_ambiguo_decisao_manual` | `revisao_manual` | `rc10` | `—` | `software/academic_pipeline_rc10_7_conformidade/academic_pipeline/command_dispatch.py:126:60` | `python_comment` | `—` | `não` | — | # Origem: app_bundle/scripts/pipeline/academic_pipeline_rc10.py:973-978 |
academic_pipeline_rc10	docs/refactor/academic-pipeline/AP-004/AP-004D_VERSION_MARKER_INVENTORY.md	147	267	histórica	false	baixa	congelada/auxiliar	baixo	false	| 947dcb6cda247d358216 | `marcador_ambiguo_decisao_manual` | `revisao_manual` | `rc10` | `—` | `software/academic_pipeline_rc10_7_conformidade/academic_pipeline/command_dispatch.py:140:60` | `python_comment` | `—` | `não` | — | # Origem: app_bundle/scripts/pipeline/academic_pipeline_rc10.py:980-990 |
academic_pipeline_rc10	docs/refactor/academic-pipeline/AP-004/AP-004D_VERSION_MARKER_INVENTORY.md	148	267	histórica	false	baixa	congelada/auxiliar	baixo	false	| a825f57ef1692b65448a | `marcador_ambiguo_decisao_manual` | `revisao_manual` | `rc10` | `—` | `software/academic_pipeline_rc10_7_conformidade/academic_pipeline/command_dispatch.py:159:60` | `python_comment` | `—` | `não` | — | # Origem: app_bundle/scripts/pipeline/academic_pipeline_rc10.py:992-1009 |
academic_pipeline_rc10	docs/refactor/academic-pipeline/AP-004/AP-004D_VERSION_MARKER_INVENTORY.md	149	267	histórica	false	baixa	congelada/auxiliar	baixo	false	| ab7db5cc2e8e27419217 | `marcador_ambiguo_decisao_manual` | `revisao_manual` | `rc10` | `—` | `software/academic_pipeline_rc10_7_conformidade/academic_pipeline/command_dispatch.py:184:60` | `python_comment` | `—` | `não` | — | # Origem: app_bundle/scripts/pipeline/academic_pipeline_rc10.py:1011-1017 |
academic_pipeline_rc10	docs/refactor/academic-pipeline/AP-004/AP-004D_VERSION_MARKER_INVENTORY.md	150	267	histórica	false	baixa	congelada/auxiliar	baixo	false	| bd345b69a615b3fadc18 | `marcador_ambiguo_decisao_manual` | `revisao_manual` | `rc10` | `—` | `software/academic_pipeline_rc10_7_conformidade/academic_pipeline/command_dispatch.py:199:60` | `python_comment` | `—` | `não` | — | # Origem: app_bundle/scripts/pipeline/academic_pipeline_rc10.py:1045-1046 |
academic_pipeline_rc10	docs/refactor/academic-pipeline/AP-004/AP-004D_VERSION_MARKER_INVENTORY.md	151	267	histórica	false	baixa	congelada/auxiliar	baixo	false	| bb2cd52197d3d230ee4b | `marcador_ambiguo_decisao_manual` | `revisao_manual` | `rc10` | `—` | `software/academic_pipeline_rc10_7_conformidade/academic_pipeline/command_dispatch.py:209:60` | `python_comment` | `—` | `não` | — | # Origem: app_bundle/scripts/pipeline/academic_pipeline_rc10.py:1047-1048 |
academic_pipeline_rc10	docs/refactor/academic-pipeline/AP-004/AP-004D_VERSION_MARKER_INVENTORY.md	152	267	histórica	false	baixa	congelada/auxiliar	baixo	false	| f3404390f53a4378e8f5 | `marcador_ambiguo_decisao_manual` | `revisao_manual` | `rc10` | `—` | `software/academic_pipeline_rc10_7_conformidade/academic_pipeline/command_dispatch.py:219:60` | `python_comment` | `—` | `não` | — | # Origem: app_bundle/scripts/pipeline/academic_pipeline_rc10.py:1050-1060 |
academic_pipeline_rc10	docs/refactor/academic-pipeline/AP-004/AP-004D_VERSION_MARKER_INVENTORY.md	153	267	histórica	false	baixa	congelada/auxiliar	baixo	false	| e18cfa714ef3e5183d3f | `marcador_ambiguo_decisao_manual` | `revisao_manual` | `rc10` | `—` | `software/academic_pipeline_rc10_7_conformidade/academic_pipeline/command_dispatch.py:238:60` | `python_comment` | `—` | `não` | — | # Origem: app_bundle/scripts/pipeline/academic_pipeline_rc10.py:1062-1074 |
